time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-02-11T20:14:12.420Z,37.3235016,-122.1019974,0.15,1.95,md,9,168,0.04107,0.06,nc,nc72392250,2015-02-12T04:17:24.292Z,"3km S of Loyola, California",earthquake
2015-02-11T20:12:07.574Z,39.675,-119.8204,10.9435,0.83,ml,8,84.54,0.091,0.1239,nn,nn00482103,2015-02-12T04:39:08.221Z,"4km NNE of Lemmon Valley, Nevada",earthquake
2015-02-11T20:12:05.450Z,33.6206667,-116.6815,13.96,1.31,ml,38,47,0.04729,0.19,ci,ci37315288,2015-02-12T19:53:51.200Z,"7km N of Anza, California",earthquake
2015-02-11T20:06:33.751Z,39.6842,-119.8271,10.5099,1.87,ml,28,51.39,0.101,0.1382,nn,nn00482102,2015-02-12T04:35:44.762Z,"5km NNE of Lemmon Valley, Nevada",earthquake
2015-02-11T20:05:22.970Z,36.4627,-116.1552,8.413,0.97,ml,14,198.6,0.103,0.0844,nn,nn00482101,2015-02-12T04:31:41.169Z,"32km NNW of Pahrump, Nevada",earthquake
2015-02-11T19:57:52.830Z,33.6181667,-116.6815,14.46,1.73,ml,55,31,0.04481,0.23,ci,ci37315280,2015-02-12T19:53:58.590Z,"7km N of Anza, California",earthquake
2015-02-11T19:57:19.000Z,58.0442,-151.1672,48.4,2.3,ml,,,,0.74,ak,ak11506227,2015-02-14T00:12:04.345Z,"78km ENE of Kodiak, Alaska",earthquake
2015-02-11T19:57:07.140Z,33.629,-116.679,14.84,0.91,ml,27,102,0.07416,0.17,ci,ci37315272,2015-02-12T19:51:55.549Z,"8km N of Anza, California",earthquake
2015-02-11T19:55:42.150Z,33.6188333,-116.684,13.49,1.46,ml,45,32,0.04578,0.23,ci,ci37315264,2015-02-12T19:54:06.370Z,"7km N of Anza, California",earthquake
2015-02-11T19:55:18.960Z,33.6205,-116.6806667,13.86,1.16,ml,35,49,0.04704,0.2,ci,ci37315256,2015-02-12T19:54:12.950Z,"7km N of Anza, California",earthquake
2015-02-11T19:49:32.000Z,52.3088,-171.0223,69.1,3,ml,,,,0.76,ak,ak11506226,2015-02-14T00:14:22.119Z,"25km SE of Amukta Island, Alaska",earthquake
2015-02-11T19:49:24.300Z,-2.6804,138.9515,44.95,4.7,mb,,59,6.698,0.73,us,usb000tnbw,2015-02-12T21:49:09.456Z,"181km W of Abepura, Indonesia",earthquake
2015-02-11T19:34:39.120Z,47.5115,-122.806,16.31,0.72,md,5,258,0.03834,0.03,uw,uw60967191,2015-02-13T21:43:45.590Z,"6km NNE of Belfair, Washington",earthquake
2015-02-11T19:30:38.030Z,37.938,-121.875,16.58,1.63,md,6,158,0.01761,0.09,nc,nc72392225,2015-02-12T21:40:02.672Z,"5km E of Clayton, California",earthquake
2015-02-11T19:28:42.000Z,61.8794,-147.8801,37.6,1.3,ml,,,,0.2,ak,ak11506225,2015-02-14T00:06:45.860Z,"51km E of Sutton-Alpine, Alaska",earthquake
2015-02-11T19:26:43.960Z,33.6216667,-116.6821667,14.48,0.57,ml,14,76,0.04762,0.09,ci,ci37315240,2015-02-12T22:35:50.725Z,"8km N of Anza, California",earthquake
2015-02-11T19:25:27.580Z,35.6823333,-118.4,6.16,1.04,ml,9,157,0.04124,0.1,ci,ci37315232,2015-02-12T22:33:10.709Z,"6km ESE of Wofford Heights, California",earthquake
2015-02-11T19:19:41.950Z,37.419,-118.6293333,10.11,0.93,md,8,177,0.07018,0.03,nc,nc72392220,2015-02-11T22:04:04.816Z,"16km WNW of West Bishop, California",earthquake
2015-02-11T19:13:05.480Z,35.8878333,-120.4328333,6.58,1.74,md,44,43,0.0111,0.05,nc,nc72392210,2015-02-12T05:39:02.022Z,"26km NNW of Shandon, California",earthquake
2015-02-11T19:10:01.510Z,38.8223333,-122.7933333,3.97,0.25,md,11,88,0.01312,0.03,nc,nc72392200,2015-02-13T03:44:02.063Z,"5km NNW of The Geysers, California",earthquake
2015-02-11T19:03:20.240Z,33.6228333,-116.679,14.26,0.86,ml,27,100,0.04924,0.16,ci,ci37315216,2015-02-12T19:52:04.380Z,"8km N of Anza, California",earthquake
2015-02-11T19:00:43.000Z,63.1376,-150.4504,107.8,1.4,ml,,,,0.21,ak,ak11507751,2015-02-14T00:10:17.967Z,"80km WSW of Cantwell, Alaska",earthquake
2015-02-11T18:57:22.470Z,-23.1065,-66.691,223,6.7,mww,,16,2.105,1.01,us,usc000tp1s,2015-02-14T12:41:05.884Z,"103km W of El Aguilar, Argentina",earthquake
2015-02-11T18:48:18.120Z,38.8209991,-122.7811661,2.1,0.53,md,7,92,0.01291,0.02,nc,nc72392195,2015-02-11T19:05:03.162Z,"5km W of Cobb, California",earthquake
2015-02-11T18:47:39.060Z,33.3258333,-116.3418333,7.99,1.02,ml,27,57,0.08535,0.26,ci,ci37315208,2015-02-12T19:52:22.314Z,"8km NNE of Borrego Springs, California",earthquake
2015-02-11T18:45:57.940Z,33.6276667,-116.6753333,14.93,0.78,ml,19,104,0.05393,0.16,ci,ci37315200,2015-02-11T19:04:25.080Z,"8km N of Anza, California",earthquake
2015-02-11T18:45:08.560Z,33.6258333,-116.6808333,16.21,0.53,ml,17,77,0.04335,0.14,ci,ci37315192,2015-02-12T22:28:22.053Z,"8km N of Anza, California",earthquake
2015-02-11T18:44:56.910Z,33.6223333,-116.6798333,14.59,0.57,ml,16,78,0.04672,0.09,ci,ci37315184,2015-02-12T22:25:16.467Z,"8km N of Anza, California",earthquake
2015-02-11T18:43:18.000Z,60.3929,-140.5298,17.6,1.5,ml,,,,0.55,ak,ak11507750,2015-02-14T00:10:13.952Z,"104km NNW of Yakutat, Alaska",earthquake
2015-02-11T18:42:25.000Z,62.9716,-150.6109,89.3,1.4,ml,,,,0.38,ak,ak11506210,2015-02-14T00:10:09.973Z,"76km NNW of Talkeetna, Alaska",earthquake
2015-02-11T18:37:11.800Z,37.4175,-118.6211667,12.96,0.81,md,18,82,0.07355,0.04,nc,nc72392190,2015-02-12T01:28:06.652Z,"15km WNW of West Bishop, California",earthquake
2015-02-11T18:31:25.160Z,35.6631667,-121.0658333,7.06,0.62,md,16,85,0.06661,0.05,nc,nc72392185,2015-02-13T17:29:04.078Z,"11km N of Cambria, California",earthquake
2015-02-11T18:07:43.920Z,33.6143333,-116.677,13.18,0.17,ml,12,88,0.05449,0.04,ci,ci37315176,2015-02-12T22:22:30.148Z,"7km N of Anza, California",earthquake
2015-02-11T18:00:58.000Z,57.6767,-154.0544,57.9,2.4,ml,,,,0.47,ak,ak11506209,2015-02-14T00:06:45.084Z,"15km NNW of Larsen Bay, Alaska",earthquake
2015-02-11T17:59:17.900Z,19.4243,-155.6138,2.8,1.4,Md,,100.8,0.02694946,0.17,hv,hv60849431,2015-02-11T23:54:28.340Z,"26km E of Honaunau-Napoopoo, Hawaii",earthquake
2015-02-11T17:51:57.000Z,63.8548,-150.0568,0.9,1,ml,,,,0.5,ak,ak11506208,2015-02-14T00:10:03.930Z,"53km W of Healy, Alaska",earthquake
2015-02-11T17:50:17.400Z,36.6985,-97.8255,6.797,2.5,ml,,81,,0.24,us,usc000tp1x,2015-02-12T22:06:56.043Z,"14km SW of Medford, Oklahoma",earthquake
2015-02-11T17:45:21.390Z,33.6216667,-116.6805,14.46,0.7,ml,21,78,0.04744,0.09,ci,ci37315168,2015-02-12T22:19:53.165Z,"7km N of Anza, California",earthquake
2015-02-11T17:40:15.000Z,52.6796,-167.0068,7,2.5,ml,,,,0.56,ak,ak11506207,2015-02-14T00:14:32.413Z,"128km ESE of Nikolski, Alaska",earthquake
2015-02-11T17:26:51.680Z,33.6215,-116.6791667,14.23,1.27,ml,36,48,0.04749,0.11,ci,ci37315160,2015-02-12T22:18:40.230Z,"7km N of Anza, California",earthquake
2015-02-11T17:26:13.933Z,41.8843,-119.6643,7.1036,1.05,ml,4,218.55,0.12,0.1431,nn,nn00482093,2015-02-11T19:13:54.378Z,"65km ESE of Lakeview, Oregon",earthquake
2015-02-11T17:23:58.700Z,36.6992,-97.8262,5.36,3.1,ml,,81,,1,us,usc000tp16,2015-02-12T22:22:28.405Z,"14km SW of Medford, Oklahoma",earthquake
2015-02-11T17:14:00.640Z,33.6271667,-116.6758333,13.74,0.81,ml,29,57,0.05343,0.27,ci,ci37315152,2015-02-11T17:31:15.980Z,"8km N of Anza, California",earthquake
2015-02-11T17:07:17.750Z,-30.1556,-71.6483,57.07,4.6,mb,,94,0.735,0.68,us,usc000tp13,2015-02-12T22:17:19.381Z,"36km SW of Coquimbo, Chile",earthquake
2015-02-11T16:55:18.940Z,37.0907,-117.3849,0,0.33,ml,3,300.35,0.096,0.1403,nn,nn00482286,2015-02-12T19:12:56.703Z,"59km WNW of Beatty, Nevada",earthquake
2015-02-11T16:53:18.159Z,36.6475,-117.1552,9.0924,1.04,ml,12,129.84,0.101,0.1399,nn,nn00482069,2015-02-11T19:42:09.166Z,"45km SW of Beatty, Nevada",earthquake
2015-02-11T16:39:52.860Z,34.0348333,-117.2431667,18.58,0.8,ml,13,199,0.1174,0.12,ci,ci37315136,2015-02-12T22:05:52.195Z,"2km SE of Loma Linda, California",earthquake
2015-02-11T16:29:54.400Z,44.8223,-111.5865,7.1,0.6,mc,13,107.999991360001,0.1077978,0.11,mb,mb15211179,2015-02-13T16:38:08.573Z,"42km WNW of West Yellowstone, Montana",earthquake
2015-02-11T16:27:27.517Z,40.323,-119.7564,15.1225,0.07,ml,5,274.9,0.154,0.0985,nn,nn00482583,2015-02-13T20:25:08.279Z,"42km SW of Gerlach-Empire, Nevada",earthquake
2015-02-11T16:25:37.000Z,62.2873,-151.1336,77.5,1.7,ml,,,,0.31,ak,ak11506204,2015-02-14T00:08:25.601Z,"53km W of Talkeetna, Alaska",earthquake
2015-02-11T16:22:19.940Z,36.9295,-121.5838333,6.63,0.71,md,16,93,0.04543,0.1,nc,nc72392135,2015-02-11T19:17:02.279Z,"6km NE of Aromas, California",earthquake
2015-02-11T16:18:57.000Z,52.0932,-168.4931,16.7,3,ml,,,,0.49,ak,ak11506201,2015-02-14T00:10:18.715Z,"97km SSE of Nikolski, Alaska",earthquake
2015-02-11T16:18:36.000Z,54.5838,-161.8966,25.6,2.7,ml,,,,0.54,ak,ak11506200,2015-02-14T00:14:55.729Z,"85km SE of Cold Bay, Alaska",earthquake
2015-02-11T16:18:01.110Z,38.8095016,-122.8248367,2.42,1.06,md,20,59,0.00345,0.03,nc,nc72392130,2015-02-11T18:08:04.270Z,"6km WNW of The Geysers, California",earthquake
2015-02-11T16:17:29.000Z,61.2537,-151.6321,75.9,1.6,ml,,,,0.47,ak,ak11506199,2015-02-14T00:07:50.426Z,"65km NNW of Nikiski, Alaska",earthquake
2015-02-11T16:11:34.660Z,33.6205,-116.6796667,14.59,0.52,ml,17,78,0.04852,0.09,ci,ci37315128,2015-02-12T22:03:03.010Z,"7km N of Anza, California",earthquake
2015-02-11T16:09:52.520Z,34.1706667,-116.7718333,12.35,1.3,ml,33,63,0.1384,0.2,ci,ci37315120,2015-02-11T17:37:23.180Z,"12km SE of Big Bear City, California",earthquake
2015-02-11T16:09:10.000Z,62.2784,-150.4942,64,1.3,ml,,,,0.18,ak,ak11507741,2015-02-14T00:08:48.707Z,"20km WSW of Talkeetna, Alaska",earthquake
2015-02-11T16:01:17.280Z,33.6216667,-116.677,12.93,0.82,ml,27,55,0.04798,0.21,ci,ci37315112,2015-02-11T17:37:10.274Z,"7km N of Anza, California",earthquake
2015-02-11T15:56:29.110Z,-0.0959,123.9294,113.4,4.5,mb,,53,1.49,1.06,us,usc000tnzt,2015-02-11T23:59:09.368Z,"53km S of Molibagu, Indonesia",earthquake
2015-02-11T15:47:50.480Z,33.6245,-116.6753333,14.01,0.98,ml,29,49,0.05077,0.19,ci,ci37315096,2015-02-11T17:37:21.482Z,"8km N of Anza, California",earthquake
2015-02-11T15:47:46.200Z,38.825,-122.9275,5.02,0.43,md,12,191,0.02245,0.04,nc,nc72392120,2015-02-12T01:26:04.233Z,"8km ENE of Cloverdale, California",earthquake
2015-02-11T15:42:05.000Z,52.1129,-168.4892,17.3,3.1,ml,,,,0.62,ak,ak11506197,2015-02-14T00:10:01.494Z,"95km SSE of Nikolski, Alaska",earthquake
2015-02-11T15:37:09.000Z,60.3553,-142.0459,10.1,2.7,ml,,,,0.66,ak,ak11506190,2015-02-14T00:10:53.739Z,"38km NNE of Cape Yakataga, Alaska",earthquake
2015-02-11T15:32:11.000Z,65.9793,-148.0915,10.6,1.4,ml,,,,0.73,ak,ak11506189,2015-02-14T00:07:54.409Z,"125km N of College, Alaska",earthquake
2015-02-11T15:31:23.000Z,63.2586,-151.2775,9.6,0.7,ml,,,,0.62,ak,ak11507736,2015-02-14T00:08:53.718Z,"117km W of Cantwell, Alaska",earthquake
2015-02-11T15:29:32.000Z,61.8179,-149.4913,42.8,1.3,ml,,,,0.24,ak,ak11506188,2015-02-14T00:06:43.886Z,"15km WNW of Fishhook, Alaska",earthquake
2015-02-11T15:19:12.000Z,54.562,-160.605,25.4,2.9,ml,,,,0.65,ak,ak11506187,2015-02-14T00:14:38.808Z,"71km WSW of Chernabura Island, Alaska",earthquake
2015-02-11T15:15:31.200Z,44.6523,-112.4343,3,1,mc,10,82.7999933760005,0.06557702,0.17,mb,mb15553490,2015-02-13T16:38:04.242Z,"12km E of Lima, Montana",earthquake
2015-02-11T15:02:37.770Z,38.7886658,-122.7436676,2.08,0.72,md,14,76,0.00767,0.02,nc,nc72392110,2015-02-11T15:36:02.118Z,"1km NE of The Geysers, California",earthquake
2015-02-11T14:55:03.490Z,38.8461685,-122.8293304,1.9,0.69,md,13,67,0.008966,0.03,nc,nc72392105,2015-02-11T15:21:02.147Z,"9km WNW of Cobb, California",earthquake
2015-02-11T14:54:17.200Z,33.4281667,-116.6893333,12.37,1.78,ml,65,28,0.06587,0.23,ci,ci37315088,2015-02-11T17:38:32.220Z,"14km S of Anza, California",earthquake
2015-02-11T14:48:46.020Z,-2.3576,100.6366,65.87,4.6,mb,,177,2.696,0.42,us,usc000tnzf,2015-02-11T22:51:29.181Z,"88km WSW of Sungaipenuh, Indonesia",earthquake
2015-02-11T14:43:49.960Z,33.6221667,-116.6795,13.93,1.26,ml,32,54,0.04685,0.1,ci,ci37315064,2015-02-12T21:51:36.340Z,"8km N of Anza, California",earthquake
2015-02-11T14:43:47.270Z,33.6215,-116.6791667,13.91,0.71,ml,21,78,0.04749,0.08,ci,ci37315072,2015-02-12T21:47:58.858Z,"7km N of Anza, California",earthquake
2015-02-11T14:38:40.270Z,38.8201675,-122.8243332,3.27,0.46,md,10,88,0.008859,0.01,nc,nc72392095,2015-02-11T15:05:04.233Z,"7km NW of The Geysers, California",earthquake
2015-02-11T14:32:20.360Z,1.1239,97.9439,38.28,4.7,mb,,155,0.409,0.94,us,usc000tnzc,2015-02-11T22:50:09.430Z,"115km SW of Sibolga, Indonesia",earthquake
2015-02-11T14:29:42.860Z,40.3398333,-111.8878333,10.53,0.56,md,8,133,0.125,0.06,uu,uu60101597,2015-02-11T16:30:10.440Z,"1km SE of Saratoga Springs, Utah",earthquake
2015-02-11T14:27:38.000Z,59.1493,-152.6479,66.1,2.1,ml,,,,0.3,ak,ak11506186,2015-02-14T00:08:01.424Z,"83km SW of Homer, Alaska",earthquake
2015-02-11T14:25:06.000Z,63.1949,-150.5988,126.3,1.5,ml,,,,0.28,ak,ak11507732,2015-02-14T00:09:58.922Z,"85km WSW of Cantwell, Alaska",earthquake
2015-02-11T14:10:14.000Z,59.8421,-151.0373,55,1.5,ml,,,,0.38,ak,ak11507731,2015-02-14T00:09:54.915Z,"18km NE of Fritz Creek, Alaska",earthquake
2015-02-11T14:09:16.000Z,64.5526,-148.0063,16.7,1.6,ml,,,,0.37,ak,ak11506184,2015-02-14T00:07:58.441Z,"32km S of Ester, Alaska",earthquake
2015-02-11T14:05:08.840Z,38.8298333,-122.7801667,1.91,0.17,md,15,46,0.008034,0.03,nc,nc72392090,2015-02-12T06:22:03.028Z,"5km W of Cobb, California",earthquake
2015-02-11T14:04:53.720Z,38.8301659,-122.783165,1.66,0.34,md,8,86,0.009959,0.01,nc,nc72392085,2015-02-11T14:53:02.271Z,"5km W of Cobb, California",earthquake
2015-02-11T14:04:40.100Z,38.827,-122.7815,2.05,1.51,md,47,41,0.009691,0.04,nc,nc72392080,2015-02-11T23:05:02.901Z,"5km W of Cobb, California",earthquake
2015-02-11T14:02:01.140Z,36.7926667,-121.4795,5.24,0.37,md,9,155,0.03858,0.07,nc,nc72392075,2015-02-12T01:16:04.794Z,"7km SE of San Juan Bautista, California",earthquake
2015-02-11T14:01:59.559Z,37.0548,-117.4133,8.8798,1.4,ml,10,127.45,0.07,0.1028,nn,nn00482048,2015-02-11T18:36:27.366Z,"60km WNW of Beatty, Nevada",earthquake
2015-02-11T13:59:58.500Z,19.4045,-155.6387,3.7,1.2,Md,,151.2,0.00898315,0.09,hv,hv60849396,2015-02-11T19:20:29.139Z,"24km ESE of Honaunau-Napoopoo, Hawaii",earthquake
2015-02-11T13:57:36.042Z,36.6164,-117.139,8.8353,1.18,ml,10,146.21,0.118,0.1318,nn,nn00482047,2015-02-11T15:40:37.986Z,"46km SW of Beatty, Nevada",earthquake
2015-02-11T13:51:37.852Z,36.6157,-117.1446,7.9521,0.9,ml,7,162.43,0.114,0.0947,nn,nn00482045,2015-02-11T15:37:01.456Z,"47km SW of Beatty, Nevada",earthquake
2015-02-11T13:50:50.990Z,37.6373333,-118.9376667,7.76,0.19,md,16,103,0.02674,0.02,nc,nc72392070,2015-02-11T19:03:07.388Z,"3km ESE of Mammoth Lakes, California",earthquake
2015-02-11T13:44:22.510Z,38.8305016,-122.8059998,1.05,0.51,md,13,86,0.007777,0.02,nc,nc72392065,2015-02-11T14:01:04.100Z,"7km W of Cobb, California",earthquake
2015-02-11T13:33:36.300Z,38.2646667,-119.3396667,1.52,2.45,md,38,103,0.2464,0.13,nc,nc72392060,2015-02-12T04:53:05.556Z,"9km W of Bridgeport, California",earthquake
2015-02-11T13:32:17.020Z,33.62,-116.6793333,15.18,0.29,ml,20,108,0.04644,0.16,ci,ci37315056,2015-02-11T17:37:31.097Z,"7km N of Anza, California",earthquake
2015-02-11T13:23:40.000Z,63.1017,-151.5576,9.9,1.5,ml,,,,0.7,ak,ak11506181,2015-02-14T00:08:05.453Z,"114km NW of Talkeetna, Alaska",earthquake
2015-02-11T13:19:04.570Z,33.229,-116.0735,0.94,1.22,ml,31,53,0.08939,0.31,ci,ci37315048,2015-02-13T02:00:29.399Z,"11km NNE of Ocotillo Wells, California",earthquake
2015-02-11T13:09:14.000Z,62.3724,-149.1836,0.4,0.9,ml,,,,0.3,ak,ak11507728,2015-02-14T00:09:50.887Z,"41km NE of Y, Alaska",earthquake
2015-02-11T13:07:49.310Z,38.8306656,-122.8443298,1.68,0.78,md,11,88,0.01028,0.04,nc,nc72392045,2015-02-11T15:31:04.789Z,"9km NW of The Geysers, California",earthquake
2015-02-11T13:03:25.700Z,46.582,-121.7346667,1.37,0.7,md,16,166,0.1764,0.22,uw,uw60966511,2015-02-12T22:37:16.200Z,"5km WSW of Packwood, Washington",earthquake
2015-02-11T13:01:15.740Z,-23.5426,-66.7138,201.09,5.5,mww,,25,2.225,0.89,us,usc000tnz0,2015-02-12T14:56:56.040Z,"84km NNW of San Antonio de los Cobres, Argentina",earthquake
2015-02-11T12:51:23.120Z,33.6286667,-116.6791667,15.99,0.24,ml,15,112,0.05505,0.12,ci,ci37315040,2015-02-11T17:37:48.137Z,"8km N of Anza, California",earthquake
2015-02-11T12:40:11.460Z,38.8066673,-122.8216629,2.23,1.03,md,19,63,0.019,0.03,nc,nc72392035,2015-02-11T13:16:04.200Z,"6km WNW of The Geysers, California",earthquake
2015-02-11T12:39:47.660Z,37.6211667,-118.8505,6.13,0.42,md,17,107,0.01012,0.04,nc,nc72392040,2015-02-11T19:05:03.002Z,"11km ESE of Mammoth Lakes, California",earthquake
2015-02-11T12:34:15.000Z,60.2252,-152.9154,110,2.2,ml,,,,0.63,ak,ak11506176,2015-02-14T00:08:03.440Z,"30km SSW of Redoubt Volcano, Alaska",earthquake
2015-02-11T12:22:06.250Z,36.5888333,-120.7268333,10.66,1.83,md,31,182,0.0912,0.05,nc,nc72392025,2015-02-12T02:37:02.638Z,"35km WSW of Mendota, California",earthquake
2015-02-11T12:11:34.650Z,36.6156667,-121.141,8.08,2.53,md,76,34,0.05671,0.1,nc,nc72392020,2015-02-12T05:05:04.600Z,"26km NE of Soledad, California",earthquake
2015-02-11T12:03:25.160Z,33.6211667,-116.6781667,13.49,1.05,ml,36,41,0.04753,0.19,ci,ci37315032,2015-02-11T17:38:50.270Z,"7km N of Anza, California",earthquake
2015-02-11T11:55:36.450Z,38.8053333,-122.79,1.2,1.22,md,42,33,0.004908,0.04,nc,nc72392010,2015-02-11T20:13:02.964Z,"4km NW of The Geysers, California",earthquake
2015-02-11T11:54:51.370Z,52.1654,-168.672,33.28,4.4,mb,,141,0.815,0.96,us,usc000tnyt,2015-02-14T00:07:01.068Z,"86km S of Nikolski, Alaska",earthquake
2015-02-11T11:47:41.000Z,63.2481,-148.3099,76.2,1,ml,,,,0.33,ak,ak11507725,2015-02-14T00:09:45.907Z,"35km ESE of Cantwell, Alaska",earthquake
2015-02-11T11:41:46.000Z,56.8846,-156.0476,56.7,2.9,ml,,,,0.53,ak,ak11506172,2015-02-14T00:14:35.696Z,"120km NNW of Chirikof Island, Alaska",earthquake
2015-02-11T11:37:51.000Z,61.4334,-144.8732,17.3,1.6,ml,,,,0.63,ak,ak11506170,2015-02-14T00:08:09.446Z,"25km WSW of Chitina, Alaska",earthquake
2015-02-11T11:22:43.490Z,33.6248333,-116.6793333,14.88,0.5,ml,21,100,0.05125,0.13,ci,ci37315024,2015-02-11T17:37:58.534Z,"8km N of Anza, California",earthquake
2015-02-11T11:22:33.840Z,36.0578333,-120.6303333,5.46,1.33,md,35,93,0.02976,0.08,nc,nc72392005,2015-02-11T23:08:03.554Z,"25km WSW of Coalinga, California",earthquake
2015-02-11T11:08:13.890Z,38.8348333,-122.807,2.51,0.15,md,9,104,0.01167,0.02,nc,nc72391995,2015-02-12T05:45:07.050Z,"7km W of Cobb, California",earthquake
2015-02-11T11:07:57.330Z,33.6216667,-116.6793333,14.46,0.26,ml,17,99,0.0481,0.07,ci,ci37315016,2015-02-12T21:42:25.811Z,"7km N of Anza, California",earthquake
2015-02-11T11:07:11.420Z,41.8667,-119.6422,6.8496,0.95,ml,4,221.99,0.144,0.1309,nn,nn00482569,2015-02-13T19:28:59.606Z,"68km ESE of Lakeview, Oregon",earthquake
2015-02-11T11:05:17.000Z,63.0709,-150.7547,115.2,1.4,ml,,,,0.24,ak,ak11507722,2015-02-14T00:09:41.913Z,"89km NNW of Talkeetna, Alaska",earthquake
2015-02-11T11:04:49.196Z,41.8619,-119.6514,5.5864,1.05,ml,4,222.59,0.142,0.0295,nn,nn00482568,2015-02-13T19:25:48.428Z,"68km ESE of Lakeview, Oregon",earthquake
2015-02-11T11:04:43.200Z,33.6263333,-116.6785,15.53,0.26,ml,21,102,0.05269,0.21,ci,ci37315008,2015-02-11T17:38:07.588Z,"8km N of Anza, California",earthquake
2015-02-11T11:01:29.850Z,38.8429985,-122.8248367,2.43,0.82,md,18,69,0.009411,0.02,nc,nc72391990,2015-02-11T11:30:03.280Z,"9km WNW of Cobb, California",earthquake
2015-02-11T10:54:09.000Z,61.8022,-148.4939,11.5,0.9,ml,,,,0.51,ak,ak11506168,2015-02-14T00:07:12.321Z,"18km E of Sutton-Alpine, Alaska",earthquake
2015-02-11T10:52:12.200Z,33.4861667,-116.7668333,7.65,0.23,ml,18,92,0.08279,0.14,ci,ci37315000,2015-02-11T17:38:03.776Z,"10km ENE of Aguanga, California",earthquake
2015-02-11T10:51:57.000Z,62.9587,-149.7074,86.5,1.2,ml,,,,0.23,ak,ak11507720,2015-02-14T00:08:46.738Z,"61km SW of Cantwell, Alaska",earthquake
2015-02-11T10:44:11.000Z,61.5619,-150.4707,59.1,1.3,ml,,,,0.36,ak,ak11507719,2015-02-14T00:09:36.915Z,"27km W of Big Lake, Alaska",earthquake
2015-02-11T10:40:34.731Z,41.8556,-119.6722,4.7569,1.08,ml,3,223.24,0.135,0.1465,nn,nn00482565,2015-02-13T19:19:31.859Z,"66km ESE of Lakeview, Oregon",earthquake
2015-02-11T10:22:35.930Z,36.617,-121.1416667,7.64,1.82,md,54,35,0.05488,0.11,nc,nc72391985,2015-02-12T05:24:01.888Z,"26km NE of Soledad, California",earthquake
2015-02-11T10:22:05.720Z,41.8677,-119.6072,10.1485,0.36,ml,3,222.61,0.164,0.1082,nn,nn00482559,2015-02-13T19:10:11.573Z,"70km ESE of Lakeview, Oregon",earthquake
2015-02-11T10:14:09.840Z,36.6151667,-121.1401667,8.08,1.99,md,52,34,0.05683,0.11,nc,nc72391970,2015-02-11T22:41:05.850Z,"26km NE of Soledad, California",earthquake
2015-02-11T10:12:58.870Z,37.4553333,-119.8523333,27.66,1.64,md,7,115,0.09345,0.05,nc,nc72391975,2015-02-13T21:00:03.087Z,"10km ESE of Mariposa, California",earthquake
2015-02-11T10:12:17.000Z,61.0736,-151.7596,81.4,1.6,ml,,,,0.43,ak,ak11506165,2015-02-14T00:08:07.504Z,"49km NNW of Nikiski, Alaska",earthquake
2015-02-11T10:09:12.168Z,41.8855,-119.6264,7.9626,1.66,ml,4,219.27,0.142,0.0984,nn,nn00482557,2015-02-13T19:03:55.683Z,"68km ESE of Lakeview, Oregon",earthquake
2015-02-11T10:07:51.490Z,38.7961655,-122.7516632,0.9,0.77,md,10,107,0.01741,0.02,nc,nc72391965,2015-02-11T12:23:02.089Z,"2km N of The Geysers, California",earthquake
2015-02-11T10:05:33.260Z,44.6285,-110.7453333,8.1,0.79,ml,10,79,0.074,0.11,uu,uu60101577,2015-02-11T16:25:30.740Z,"19km NNE of Old Faithful Geyser, Wyoming",earthquake
2015-02-11T10:03:59.000Z,61.557,-141.2962,6.3,1.5,ml,,,,0.36,ak,ak11506163,2015-02-14T00:08:13.483Z,"167km E of Chitina, Alaska",earthquake
2015-02-11T10:01:17.000Z,57.8606,-156.2115,128.4,2.7,ml,,,,0.4,ak,ak11506166,2015-02-14T00:14:28.781Z,"95km SSE of King Salmon, Alaska",earthquake
2015-02-11T10:00:03.000Z,61.5945,-150.9443,68.9,2.5,ml,,,,0.4,ak,ak11506159,2015-02-14T00:11:47.116Z,"50km WSW of Willow, Alaska",earthquake
2015-02-11T09:46:34.193Z,41.8436,-119.6416,6.8524,0.96,ml,4,225.76,0.16,0.0985,nn,nn00482468,2015-02-13T10:11:50.218Z,"69km ESE of Lakeview, Oregon",earthquake
2015-02-11T09:43:40.691Z,41.8608,-119.6365,6.7101,0.5,ml,4,223.07,0.151,0.1555,nn,nn00482467,2015-02-13T10:08:38.648Z,"69km ESE of Lakeview, Oregon",earthquake
2015-02-11T09:41:08.100Z,19.1091,-66.4732,40,2.5,Md,6,288,0.62971901,0.47,pr,pr15042004,2015-02-11T17:43:46.393Z,"71km N of Tierras Nuevas Poniente, Puerto Rico",earthquake
2015-02-11T09:40:18.363Z,41.8568,-119.6573,4.315,1.25,ml,4,223.32,0.142,0.03,nn,nn00482466,2015-02-13T10:05:18.809Z,"67km ESE of Lakeview, Oregon",earthquake
2015-02-11T09:37:31.260Z,36.6535,-97.9765,2.2,2.7,mb_lg,,90,0.148,0.36,us,usc000tnya,2015-02-11T18:24:30.657Z,"27km SW of Medford, Oklahoma",earthquake
2015-02-11T09:35:50.134Z,41.8448,-119.6261,5.939,1.65,ml,5,225.85,0.167,0.2005,nn,nn00482055,2015-02-11T18:52:02.782Z,"70km ESE of Lakeview, Oregon",earthquake
